Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Hit Me,1996,R,25-Sep-98,125 min,"Crime, Drama, Thriller",Steven Shainberg,"Jim Thompson, Denis Johnson","Elias Koteas, Laure Marsac, Jay Leggett","Sonny lives with his intellectually disabled older brother, and works as a bellhop at a second-rate hotel. This changes when Monique a beautiful, suicidal nut-case checks in. Sonny is offered a part in a heist that goes wrong.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODdkMjhkZWUtZjlmYi00NmJhLTg0NDMtYjQ2MWVjYmJmYjIwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,5.4,508,tt0116538,movie,8-Apr-03,"$12,500 ",N/A,N/A,TRUE,
How to Be Louise,1990,Not Rated,20-Jan-90,82 min,"Comedy, Drama",Anne Flournoy,Anne Flournoy,"Lea Floden, Steve Ahern, Dan Bonnell","This is a coming-of-age story about an insecure young woman who has a lousy job, great expectations and a confused idea of what it means to be a woman. She's a Judy Holliday character who seems to have fallen into a Jean-Luc Godar...",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BODU3NDU1Mzk3OV5BMl5BanBnXkFtZTgwMzQ4OTk1MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,22,tt0347203,movie,5-Dec-16,N/A,N/A,N/A,TRUE,
Aiyyaa,2012,Not Rated,12-Oct-12,152 min,"Comedy, Romance",Sachin Kundalkar,N/A,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant","A woman goes on the hunt for her dream man, armed with her wild imagination, her passion for Masala-films, and her ultra-sensitive sense of smell.",Hindi,India,4 nominations,https://m.media-amazon.com/images/M/MV5BNWI5MzdiZmYtNzFjYi00YmIxLWE5NzMtM2ViODhmZTk1YWIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,"1,976",tt2255934,movie,25-Jan-17,N/A,N/A,N/A,TRUE,
Claude Lanzmann: Spectres of the Shoah,2015,TV-PG,1-Apr-15,40 min,"Documentary, Short",Adam Benzine,Adam Benzine,"Claude Lanzmann, Marcel Ophüls, Stuart Liebmann","Claude Lanzmann discusses the long and difficult process of researching, shooting, editing and presenting his groundbreaking and influential documentary Shoah (1985).","English, French","United States, Germany, United Kingdom, Canada",Nominated for 1 Oscar. 5 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTYxMDQwNjMyM15BMl5BanBnXkFtZTgwMjczMjE3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,336,tt4815426,movie,30-Nov-16,N/A,N/A,N/A,TRUE,
Wind River,2017,R,18-Aug-17,107 min,"Crime, Drama, Mystery",Taylor Sheridan,Taylor Sheridan,"Elizabeth Olsen, Jeremy Renner, Graham Greene","A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",English,"United States, United Kingdom, France",15 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.7,"264,317",tt5362988,movie,14-Nov-17,"$33,800,859 ",N/A,N/A,TRUE,
Olga,2004,N/A,20-Aug-04,141 min,"Biography, Drama, History",Jayme Monjardim,"Rita Buzzar, Fernando Morais","Camila Morgado, Caco Ciocler, Luís Melo","Based upon the true story of Olga Benário, the German-born wife of Brazilian communist leader Luís Carlos Prestes. During the dictatorship of Getúlio Vargas (1930-1945) she was arrested and sent to Nazi Germany, where she was put ...","Portuguese, German",Brazil,16 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMTY4MTYwNzkyN15BMl5BanBnXkFtZTcwMjAwODQ5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"3,537",tt0196811,movie,N/A,N/A,N/A,N/A,TRUE,
They're a Weird Mob,1966,N/A,13-Oct-66,112 min,"Adventure, Comedy, Romance",Michael Powell,"John O'Grady, Emeric Pressburger","Walter Chiari, Claire Dunne, Chips Rafferty","An Italian sports journalist arrives in Australia but finds no work. The only employment he can find is as a builder's labourer. At first, he cannot comprehend the culture, but eventually he finds mateship and romance.","English, Italian","Australia, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BZGY2NzkyNzktOGM3YS00YWU2LTllMzktYTIzNjgwMmJiODI1XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"1,098",tt0061087,movie,N/A,N/A,N/A,N/A,TRUE,
Rory Scovel Tries Stand-Up for the First Time,2017,TV-MA,20-Jun-17,66 min,"Documentary, Comedy",Scott Moran,Rory Scovel,"Rory Scovel, Jack White, Ben Swank","Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the thong song",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWUxM2FlNzktZTUzZC00YmU0LTg2MGItNzQxMGYwZTAzYWFiXkEyXkFqcGdeQXVyNzc2ODcwNzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.7,880,tt7044010,movie,N/A,N/A,N/A,N/A,TRUE,
The Nile Hilton Incident,2017,Unrated,5-Jul-17,111 min,"Crime, Drama, Mystery",Tarik Saleh,"Tarik Saleh, Magdi Abdelhadi","Fares Fares, Mari Malek, Yasser Ali Maher","A maid witnesses a murder at an upscale hotel and a policeman is assigned to the case, but it soon becomes clear that important people don't want the case solved.","Arabic, Dinka, English, Italian","Sweden, Germany, Denmark, Morocco, France",10 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMDhmMWQyNjUtZTM5NC00MThhLWEyNzktOTM2ZTYzZWU5MGYyXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.7,"8,831",tt5540188,movie,21-Nov-17,"$81,089 ",N/A,N/A,TRUE,
Dock Ellis & The LSD No-No,2010,N/A,1-Jan-10,5 min,"Animation, Short, Biography",James Blagden,N/A,Dock Ellis,"In celebration of the greatest athletic achievement by a man on a psychedelic journey, No Mas and artist James Blagden proudly present the animated tale of Dock Ellis' legendary LSD no-hitter.",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjYzMjFhNTEtNjQ3MS00NDk2LWJiYmUtNWU4ZWNkYWYxOTU0XkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,124,tt1557200,movie,N/A,N/A,N/A,N/A,TRUE,
Shot Caller,2017,R,18-Aug-17,121 min,"Crime, Drama, Thriller",Ric Roman Waugh,Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell",A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMGY0YTM3MjItZmExMy00NDgyLThjNzUtZWQ1MzY2NGRmMjZhXkEyXkFqcGdeQXVyMzYyMzE1NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.3,"91,379",tt4633690,movie,25-Jul-17,N/A,N/A,N/A,TRUE,
Nerdland,2016,Not Rated,14-Apr-16,85 min,"Animation, Comedy, Crime",Chris Prynoski,Andrew Kevin Walker,"Paul Rudd, Patton Oswalt, Hannibal Buress","The story of two best friends whose dreams of success and stardom have fizzled, so they decide to become famous in one day - at all costs.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUwMzg1MzA5MV5BMl5BanBnXkFtZTgwNTA0OTgyMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.3,"1,132",tt5574372,movie,7-Feb-17,N/A,N/A,N/A,TRUE,
Brice 3,2016,TV-14,19-Oct-16,95 min,"Action, Adventure, Comedy",James Huth,"Laurent Baffie, Jean Dujardin, Christophe Duthuron","Jean Dujardin, Clovis Cornillac, Bruno Salomone","Brice is back. The world has changed, but not him. When his best friend Marius needs his help, he travels to the other side of the world ... will the king stay on top?",French,France,N/A,https://m.media-amazon.com/images/M/MV5BMDY1ZWUzMDgtMjZiZi00MDQ3LWIxODktZWVlYzE0MTY0MzcxXkEyXkFqcGdeQXVyMTI5NzYzNzI0._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,"1,510",tt5029602,movie,1-Aug-19,N/A,N/A,N/A,TRUE,
Mike Birbiglia: Thank God for Jokes,2017,N/A,28-Feb-17,70 min,Comedy,"Seth Barrish, Mike Birbiglia",Mike Birbiglia,Mike Birbiglia,Mike Birbiglia tells stories about his life as a semi-famous comedian/filmmaker and reflects on the meaning of good or bad jokes.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjM1NjNjOTUtMzk3Yi00NzZmLTg3NTQtZjE0N2U1MTYyZTViXkEyXkFqcGdeQXVyNDQyODU5MDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.5,"2,580",tt6608034,movie,28-Feb-17,N/A,N/A,N/A,TRUE,
Chris D'Elia: Man on Fire,2017,TV-MA,27-Jun-17,65 min,Comedy,Bill D'Elia,Chris D'Elia,Chris D'Elia,"Actor and comic Chris D'Elia delivers a hilarious take down of life's greatest pitfalls in his Netflix Original comedy special ""Chris D'Elia: Man on Fire.""",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDE3Y2RkZjMtNGYwNC00NjI5LWJkNzUtNjZlYmYyMmFhMTJlXkEyXkFqcGdeQXVyMTk2ODU0OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"1,764",tt7068896,movie,N/A,N/A,N/A,N/A,TRUE,
Vesegonskaya volchitsa,2004,N/A,26-Aug-04,101 min,"Adventure, Drama",Nikolai Solovtsov,"Nikolai Solovtsov, Eduard Volodarskiy","Oleg Fomin, Elena Drobysheva, Vladimir Gostyukhin",N/A,Russian,Russia,1 nomination,https://m.media-amazon.com/images/M/MV5BMTc3ZjNmYjEtMTFhOC00ZjAwLTg4MTYtOTVmMTg5YjMxYzBlXkEyXkFqcGdeQXVyNzk1MjI2MjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,165,tt1068302,movie,N/A,N/A,N/A,N/A,TRUE,
Van God los,2011–,TV-MA,22-May-11,50 min,Thriller,N/A,Pieter Kuijpers,"Cees Geel, Erwin Bozzolini, Frank Meijers",What does it take for a human to kill another? And why did this person become a victim?,Dutch,Netherlands,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BYzk0OTAxNzktOGU4Yy00Zjk5LThjNmUtNWJiMjk2ODNlMzdjXkEyXkFqcGdeQXVyNTE2MTQ2MDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,491,tt1947866,series,,,,,TRUE,4
Anti Matter,2016,N/A,8-Sep-17,109 min,"Horror, Mystery, Sci-Fi",Keir Burrows,Keir Burrows,"Yaiza Figueroa, Philippa Carson, Tom Barber-Duffy",A scientist faces the question of what makes us whole and if there is a part of us that is not part of this physical world when she discovers how to travel through a worm hole.,"English, Spanish",United Kingdom,1 nomination,https://m.media-amazon.com/images/M/MV5BMjEyODcwNDk4OV5BMl5BanBnXkFtZTgwNzcwMjgxMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,5.7,"5,985",tt4881364,movie,8-Sep-17,N/A,N/A,N/A,TRUE,
S.W.A.T.: Under Siege,2017,R,1-Aug-17,89 min,"Action, Thriller",Tony Giglio,"Jonas Barnes, Keith Domingue, Robert Hamner","Sam Jaeger, Adrianne Palicki, Michael Jai White",A SWAT compound comes under fire from an international terrorist who relentlessly and violently pursues a mystery man who was apprehended by Seattle SWAT after a raid went horribly wrong.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjJmY2NjMjAtMTlmMy00MTYwLTlkZWQtNGE3NGRlY2EzNDQ2XkEyXkFqcGdeQXVyNTM3MzQ3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,"4,098",tt6014472,movie,1-Aug-17,N/A,N/A,N/A,TRUE,
"Ja, ik wil!",2015,N/A,15-Oct-15,96 min,"Comedy, Romance",Kees van Nieuwkerk,"Pablo Alén, Breixo Corral, Alma Mathijsen","Elise Schaap, Martijn Lakemeier, Thijs Römer","A woman who struggles in relationships doesn't find the love she wants until a much-younger man appears, but she's still not convinced.",Dutch,Netherlands,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTQ4NzQ2NDUzNV5BMl5BanBnXkFtZTgwMTM5MjU5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"1,017",tt4208868,movie,N/A,N/A,N/A,N/A,TRUE,
Lions Love (... and Lies),1969,Not Rated,9-Dec-70,112 min,"Comedy, Drama",Agnès Varda,"Agnès Varda, Michael McClure","Viva, James Rado, Gerome Ragni",Three actors in Hollywood live and love together. A director comes from New York to make a movie about actors and Hollywood.,"English, French","France, United States",N/A,https://m.media-amazon.com/images/M/MV5BNTk1Nzg0NzQtMjUyNi00ODY2LTk2ZDEtYmE4YmQxZjJjODE5XkEyXkFqcGdeQXVyNzYxODE3NTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,5.9,"1,160",tt0064591,movie,N/A,N/A,N/A,N/A,TRUE,
Almost Holy,2015,R,20-May-16,96 min,"Documentary, Biography",Steve Hoover,Steve Hoover,Gennadiy Mokhnenko,"Gennadiy calls himself ""Pastor Crocodile."" He's known throughout Ukraine for his years working to rehabilitate drug-addicted kids. But he's also a vigilante who uses any force necessary to carry out his moral vision. Gennadiy beli...","English, Ukrainian",United States,3 wins,https://m.media-amazon.com/images/M/MV5BNjE1ODQ3ODA2M15BMl5BanBnXkFtZTgwNTM2MjYzODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.5,513,tt3080844,movie,16-Aug-16,"$21,142 ",N/A,N/A,TRUE,
Tonight She Comes,2016,Unrated,13-Feb-18,84 min,"Comedy, Horror",Matt Stuertz,Matt Stuertz,"Nathan Eswine, Larissa White, Jenna McDonald","After a girl goes missing, two of her friends and a mysterious set of strangers find themselves drawn to the cabin in the woods where she disappeared. They will laugh, they will drink, they will kiss, they will make love, and THEY...",English,United States,8 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTkyNzk3MTc5M15BMl5BanBnXkFtZTgwOTMzNTQwMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}]",N/A,3.9,"2,187",tt5161376,movie,10-Apr-18,N/A,N/A,N/A,TRUE,
Drone Wars,2016,Not Rated,30-Mar-16,79 min,"Action, Sci-Fi, Thriller",Jack Perez,"P.J. Chesterton, Neil Elman","Corin Nemec, Whitney Moore, Nathin Art Butler","Filled with smoke and fire, the sky is littered with ships hovering above for miles in every direction. These ships reap the Earth of all its resources, while drones patrol the now ruined cities.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUzOTE1ODUyMF5BMl5BanBnXkFtZTgwNDE5OTE1MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}]",N/A,3,438,tt5239972,movie,12-Sep-17,N/A,N/A,N/A,TRUE,
"Baby, Baby, Baby",2015,R,30-Oct-15,92 min,"Comedy, Drama, Romance",Brian Klugman,Brian Klugman,"Brian Klugman, Michaela Conlin, Adrianne Palicki",The relationship between two mismatched people who try to move past their baggage to make their love work.,English,United States,3 wins,https://m.media-amazon.com/images/M/MV5BMjI5MzUzODU2NV5BMl5BanBnXkFtZTgwMjIzMDE4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,819,tt3829884,movie,7-Feb-17,N/A,N/A,N/A,TRUE,
Bill Maher: The Decider,2007,TV-MA,21-Jul-07,60 min,"Documentary, Comedy",John Moffitt,Bill Maher,Bill Maher,"Comedian, writer and politically incorrect HBO talk-show host Bill Maher takes time off from his regular hosting duties to perform a hilariously scathing stand-up set in his eighth HBO stand-up special. Taped in Boston at the Berk...",English,United States,Nominated for 1 Primetime Emmy. 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ0ODQ2NjA0NF5BMl5BanBnXkFtZTgwNzg1MTc4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,160",tt1039915,movie,N/A,N/A,N/A,N/A,TRUE,
American Teacher,2011,TV-G,30-Sep-11,81 min,"Documentary, Biography, History","Vanessa Roth, Brian McGinn",N/A,"Erik Benner, Neil Cavuto, Matt Damon","Weaving interviews of policy experts and startling facts with the lives and careers of four teachers, American Teacher tells the collective story by and about those closest to the issues in our educational system -- the 3.2 millio...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTg0NzE5NDg1NF5BMl5BanBnXkFtZTcwMTc3ODcxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.7,248,tt1848826,movie,14-Feb-12,"$33,144 ",N/A,N/A,TRUE,
First Round Down,2016,N/A,4-Mar-17,96 min,"Action, Comedy","Brett M. Butler, Jason G. Butler","Brett M. Butler, Jason G. Butler","Dylan Bruce, Rachel Wilson, Rob Ramsay","When big city problems follow a former hockey star turned hitman to his home town it's clear that he's not the only one with skeletons in his closet in this crime comedy caper involving ex-lovers, old coaches, mobsters and unpaid ...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BYmZmZDkwYmUtOTM0NS00YTJiLWJhMjAtMjY1NzhlODZjZjE2XkEyXkFqcGdeQXVyNDMyMzQ4OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,5,315,tt5193408,movie,5-Aug-17,N/A,N/A,N/A,TRUE,
Zygote,2017,Not Rated,12-Jul-17,23 min,"Short, Horror, Sci-Fi",Neill Blomkamp,"Neill Blomkamp, Thomas Sweterlitsch, Terri Tatchell","Dakota Fanning, Jose Pablo Cantillo","Stranded in an Arctic mine, two lone survivors are forced to fight for their lives, evading and hiding from a new kind of terror.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BOTI5ZTcxMzItZDM1Ny00YTZlLWIwY2MtNjM2MjVhODliMjllXkEyXkFqcGdeQXVyNzg3NjQyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"5,630",tt7078780,movie,N/A,N/A,N/A,N/A,TRUE,
Wish Upon,2017,PG-13,14-Jul-17,90 min,"Drama, Fantasy, Horror",John R. Leonetti,Barbara Marshall,"Joey King, Ryan Phillippe, Ki Hong Lee",A teenage girl discovers a box that carries magic powers and a deadly price for using them.,English,"United States, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BOGQxN2NlMWItNzMyOC00ODYxLThkNDktMWQ0ZjA2MjQyYjIwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.1,"21,777",tt5322012,movie,10-Oct-17,"$14,301,505 ",N/A,N/A,TRUE,
All Superheroes Must Die 2: The Last Superhero,2016,N/A,19-Jun-16,74 min,"Mystery, Sci-Fi, Thriller",Jason Trost,"Jason Trost, Tallay Wickham","Tallay Wickham, Jason Trost, Sean Whalen","In a no holds barred documentary, acclaimed journalist Vicky O'Neil sets out on a quest to uncover the truth behind the murder of small town sweetheart Ally Andrews. What she uncovers, leads her down a dark and twisted rabbit hole...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWExYTM0MWMtOTVjMi00MDMyLWE1ZjctOTM0NzNkMjE5NzNhXkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,65,tt3158690,movie,2-Aug-19,N/A,N/A,N/A,TRUE,
Girls Trip,2017,R,21-Jul-17,122 min,"Adventure, Comedy, Drama",Malcolm D. Lee,"Erica Rivinoja, Kenya Barris, Tracy Oliver","Regina Hall, Queen Latifah, Jada Pinkett Smith","When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush.",English,"United States, Canada, China",13 wins & 42 nominations,https://m.media-amazon.com/images/M/MV5BMjMwNTEzODUwMV5BMl5BanBnXkFtZTgwNjE5NjA5MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.2,"39,154",tt3564472,movie,28-Sep-17,"$115,171,585 ",N/A,N/A,TRUE,
Landline,2017,R,21-Jul-17,97 min,"Comedy, Drama",Gillian Robespierre,"Elisabeth Holm, Gillian Robespierre, Tom Bean","Jenny Slate, Jay Duplass, Abby Quinn","In 1995, a teenager living with her sister and parents in Manhattan discovers that her father is having an affair.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjQzODc2MzQ4MV5BMl5BanBnXkFtZTgwNTU4MjU1MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.4,"4,776",tt5737862,movie,5-Apr-17,"$940,854 ",N/A,N/A,TRUE,
Detroit,2017,R,4-Aug-17,143 min,"Crime, Drama, History",Kathryn Bigelow,Mark Boal,"John Boyega, Anthony Mackie, Algee Smith",Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.,English,United States,4 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BMTg4MDk4MTUxMF5BMl5BanBnXkFtZTgwNDE5NjA5MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"54,617",tt5390504,movie,12-Dec-17,"$16,790,139 ",N/A,N/A,TRUE,
